epoch,binary_accuracy,dice_coef,iou_coef,learning_rate,loss,val_binary_accuracy,val_dice_coef,val_iou_coef,val_loss
0,0.9954099655151367,0.40237319469451904,0.2962550222873688,9.999999747378752e-05,0.6532962322235107,0.9981706142425537,0.691673994064331,0.5485503077507019,0.3185054361820221
1,0.998267650604248,0.7249690294265747,0.5891470313072205,9.999999747378752e-05,0.28483080863952637,0.9977434277534485,0.6879228353500366,0.5428101420402527,0.32432276010513306
2,0.9984146356582642,0.7467126846313477,0.6171318292617798,9.999999747378752e-05,0.26274174451828003,0.9984642863273621,0.7596838474273682,0.6317394971847534,0.2495686411857605
3,0.9985082745552063,0.7618117332458496,0.6355569362640381,9.999999747378752e-05,0.24723905324935913,0.9985327124595642,0.7683755159378052,0.6438162922859192,0.2408578246831894
4,0.9985904097557068,0.7743284106254578,0.6511828303337097,9.999999747378752e-05,0.2342212051153183,0.9984492659568787,0.7715203762054443,0.6456655263900757,0.23737025260925293
