epoch,binary_accuracy,dice_coef,iou_coef,learning_rate,loss,val_binary_accuracy,val_dice_coef,val_iou_coef,val_loss
0,0.9950653910636902,0.35994839668273926,0.26101037859916687,9.999999747378752e-05,0.706130862236023,0.9981686472892761,0.7071930170059204,0.5674287676811218,0.302251935005188
1,0.9983435869216919,0.732499897480011,0.5980037450790405,9.999999747378752e-05,0.2760295271873474,0.9984631538391113,0.7587655186653137,0.6300930380821228,0.24940799176692963
2,0.9985138177871704,0.7593282461166382,0.6324906349182129,9.999999747378752e-05,0.24901480972766876,0.9984540343284607,0.7675675749778748,0.6413150429725647,0.24132342636585236
3,0.9986155033111572,0.7750504612922668,0.6516343951225281,9.999999747378752e-05,0.2329718917608261,0.9987019896507263,0.7922006249427795,0.6742501854896545,0.21567095816135406
4,0.9987105131149292,0.788742184638977,0.6698896884918213,9.999999747378752e-05,0.2188207358121872,0.9987046122550964,0.7908647656440735,0.6728148460388184,0.217431902885437
